"c:\workspace\powershell\src\Package\Debug\ResourceManager\AzureResourceManager\Az.Advisor\Microsoft.Azure.PowerShell.Cmdlets.Advisor.dll","Microsoft.Azure.Commands.Advisor.Cmdlets.DisableAzAdvisorRecommendation","Disable-AzAdvisorRecommendation","1","8410","Parameter Days of cmdlet Disable-AzAdvisorRecommendation does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ServiceFabric.dll","Microsoft.Azure.Commands.ServiceFabric.Commands.SetAzureRmServiceFabricSetting","Set-AzServiceFabricSetting","1","8510","Cmdlet 'Set-AzServiceFabricSetting' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.ServiceFabric.dll","Microsoft.Azure.Commands.ServiceFabric.Commands.SetAzureRmServiceFabricUpgradeType","Set-AzServiceFabricUpgradeType","1","8510","Cmdlet 'Set-AzServiceFabricUpgradeType' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.ServiceFabric.dll","Microsoft.Azure.Commands.ServiceFabric.Commands.NewAzServiceFabricService","New-AzServiceFabricService","1","8410","Parameter Stateless of cmdlet New-AzServiceFabricService does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ServiceFabric.dll","Microsoft.Azure.Commands.ServiceFabric.Commands.SetAzServiceFabricManagedClusterService","Set-AzServiceFabricManagedClusterService","1","8410","Parameter Stateless of cmdlet Set-AzServiceFabricManagedClusterService does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ServiceFabric.dll","Microsoft.Azure.Commands.ServiceFabric.Commands.NewAzServiceFabricManagedClusterService","New-AzServiceFabricManagedClusterService","1","8410","Parameter Stateless of cmdlet New-AzServiceFabricManagedClusterService does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.VirtualNetworkRule.Cmdlet.NewAzureSqlServerVirtualNetworkRule","New-AzSqlServerVirtualNetworkRule","2","8200","New-AzSqlServerVirtualNetworkRule changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerKeyVaultKey.Cmdlet.AddAzureSqlServerKeyVaultKey","Add-AzSqlServerKeyVaultKey","2","8200","Add-AzSqlServerKeyVaultKey changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerKeyVaultKey.Cmdlet.GetAzureSqlServerKeyVaultKey","Get-AzSqlServerKeyVaultKey","2","8200","Get-AzSqlServerKeyVaultKey changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerKeyVaultKey.Cmdlet.GetAzureSqlServerKeyVaultKey","Get-AzSqlServerKeyVaultKey","1","8600","Cmdlet 'Get-AzSqlServerKeyVaultKey' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerKeyVaultKey.Cmdlet.RemoveAzureSqlServerKeyVaultKey","Remove-AzSqlServerKeyVaultKey","1","8600","Cmdlet 'Remove-AzSqlServerKeyVaultKey' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.GetAzureSqlDatabaseTransparentDataEncryption","Get-AzSqlDatabaseTransparentDataEncryption","2","8200","Get-AzSqlDatabaseTransparentDataEncryption changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.GetAzureSqlDatabaseTransparentDataEncryption","Get-AzSqlDatabaseTransparentDataEncryption","1","8600","Cmdlet 'Get-AzSqlDatabaseTransparentDataEncryption' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.GetAzureSqlDatabaseTransparentDataEncryptionActivity","Get-AzSqlDatabaseTransparentDataEncryptionActivity","2","8200","Get-AzSqlDatabaseTransparentDataEncryptionActivity changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.GetAzureSqlDatabaseTransparentDataEncryptionActivity","Get-AzSqlDatabaseTransparentDataEncryptionActivity","1","8600","Cmdlet 'Get-AzSqlDatabaseTransparentDataEncryptionActivity' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.SetAzureSqlDatabaseTransparentDataEncryption","Set-AzSqlDatabaseTransparentDataEncryption","2","8200","Set-AzSqlDatabaseTransparentDataEncryption changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.SetAzureSqlDatabaseTransparentDataEncryption","Set-AzSqlDatabaseTransparentDataEncryption","1","8600","Cmdlet 'Set-AzSqlDatabaseTransparentDataEncryption' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.GetAzureSqlServerTransparentDataEncryptionProtector","Get-AzSqlServerTransparentDataEncryptionProtector","2","8200","Get-AzSqlServerTransparentDataEncryptionProtector changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.GetAzureSqlServerTransparentDataEncryptionProtector","Get-AzSqlServerTransparentDataEncryptionProtector","1","8600","Cmdlet 'Get-AzSqlServerTransparentDataEncryptionProtector' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.TransparentDataEncryption.Cmdlet.SetAzureSqlServerTransparentDataEncryptionProtector","Set-AzSqlServerTransparentDataEncryptionProtector","1","8600","Cmdlet 'Set-AzSqlServerTransparentDataEncryptionProtector' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServiceTierAdvisor.Cmdlet.GetAzureSqlDatabaseUpgradeHint","Get-AzSqlDatabaseUpgradeHint","2","8200","Get-AzSqlDatabaseUpgradeHint changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServiceTierAdvisor.Cmdlet.GetAzureSqlDatabaseUpgradeHint","Get-AzSqlDatabaseUpgradeHint","1","8600","Cmdlet 'Get-AzSqlDatabaseUpgradeHint' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServiceTierAdvisor.Cmdlet.GetAzureSqlDatabaseUpgradeHint","Get-AzSqlDatabaseUpgradeHint","1","8410","Parameter ExcludeElasticPoolCandidates of cmdlet Get-AzSqlDatabaseUpgradeHint does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServiceTierAdvisor.Cmdlet.GetAzureSqlServerUpgradeHint","Get-AzSqlServerUpgradeHint","2","8200","Get-AzSqlServerUpgradeHint changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServiceTierAdvisor.Cmdlet.GetAzureSqlServerUpgradeHint","Get-AzSqlServerUpgradeHint","1","8600","Cmdlet 'Get-AzSqlServerUpgradeHint' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServiceTierAdvisor.Cmdlet.GetAzureSqlServerUpgradeHint","Get-AzSqlServerUpgradeHint","1","8410","Parameter ExcludeElasticPools of cmdlet Get-AzSqlServerUpgradeHint does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServiceObjective.Cmdlet.GetAzureSqlServerServiceObjective","Get-AzSqlServerServiceObjective","2","8200","Get-AzSqlServerServiceObjective changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServiceObjective.Cmdlet.GetAzureSqlServerServiceObjective","Get-AzSqlServerServiceObjective","1","8600","Cmdlet 'Get-AzSqlServerServiceObjective' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerUpgrade.Cmdlet.GetAzureSqlServerUpgrade","Get-AzSqlServerUpgrade","2","8200","Get-AzSqlServerUpgrade changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerUpgrade.Cmdlet.GetAzureSqlServerUpgrade","Get-AzSqlServerUpgrade","1","8600","Cmdlet 'Get-AzSqlServerUpgrade' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerUpgrade.Cmdlet.StartAzureSqlServerUpgrade","Start-AzSqlServerUpgrade","2","8010","Start-AzSqlServerUpgrade Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerUpgrade.Cmdlet.StartAzureSqlServerUpgrade","Start-AzSqlServerUpgrade","1","8100","Start-AzSqlServerUpgrade Does not support ShouldProcess but the cmdlet verb Start indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerUpgrade.Cmdlet.StartAzureSqlServerUpgrade","Start-AzSqlServerUpgrade","2","8200","Start-AzSqlServerUpgrade changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerUpgrade.Cmdlet.StartAzureSqlServerUpgrade","Start-AzSqlServerUpgrade","1","8600","Cmdlet 'Start-AzSqlServerUpgrade' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerUpgrade.Cmdlet.StopAzureSqlServerUpgrade","Stop-AzSqlServerUpgrade","1","8600","Cmdlet 'Stop-AzSqlServerUpgrade' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerActiveDirectoryAdministrator.Cmdlet.GetAzureSqlServerActiveDirectoryAdministrator","Get-AzSqlServerActiveDirectoryAdministrator","2","8200","Get-AzSqlServerActiveDirectoryAdministrator changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerActiveDirectoryAdministrator.Cmdlet.GetAzureSqlServerActiveDirectoryAdministrator","Get-AzSqlServerActiveDirectoryAdministrator","1","8600","Cmdlet 'Get-AzSqlServerActiveDirectoryAdministrator' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerActiveDirectoryAdministrator.Cmdlet.RemoveAzureSqlServerActiveDirectoryAdministrator","Remove-AzSqlServerActiveDirectoryAdministrator","1","8600","Cmdlet 'Remove-AzSqlServerActiveDirectoryAdministrator' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerActiveDirectoryAdministrator.Cmdlet.SetAzureSqlServerActiveDirectoryAdministrator","Set-AzSqlServerActiveDirectoryAdministrator","1","8600","Cmdlet 'Set-AzSqlServerActiveDirectoryAdministrator' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.GetAzureSqlServer","Get-AzSqlServer","2","8200","Get-AzSqlServer changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.GetAzureSqlServer","Get-AzSqlServer","1","8600","Cmdlet 'Get-AzSqlServer' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.NewAzureSqlServer","New-AzSqlServer","2","8200","New-AzSqlServer changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.NewAzureSqlServer","New-AzSqlServer","1","8600","Cmdlet 'New-AzSqlServer' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.NewAzureSqlServer","New-AzSqlServer","1","8410","Parameter SqlAdministratorCredentials of cmdlet New-AzSqlServer does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.NewAzureSqlServer","New-AzSqlServer","1","8410","Parameter Tags of cmdlet New-AzSqlServer does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.RemoveAzureSqlServer","Remove-AzSqlServer","1","8600","Cmdlet 'Remove-AzSqlServer' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.SetAzureSqlServer","Set-AzSqlServer","1","8600","Cmdlet 'Set-AzSqlServer' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Server.Cmdlet.SetAzureSqlServer","Set-AzSqlServer","1","8410","Parameter Tags of cmdlet Set-AzSqlServer does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerCommunicationLink.Cmdlet.GetAzureSqlServerCommunicationLink","Get-AzSqlServerCommunicationLink","2","8200","Get-AzSqlServerCommunicationLink changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.ServerCommunicationLink.Cmdlet.NewAzureSqlServerCommunicationLink","New-AzSqlServerCommunicationLink","2","8200","New-AzSqlServerCommunicationLink changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.GetAzureSqlDatabaseReplicationLink","Get-AzSqlDatabaseReplicationLink","2","8200","Get-AzSqlDatabaseReplicationLink changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.GetAzureSqlDatabaseReplicationLink","Get-AzSqlDatabaseReplicationLink","1","8600","Cmdlet 'Get-AzSqlDatabaseReplicationLink' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.NewAzureSqlDatabaseCopy","New-AzSqlDatabaseCopy","2","8200","New-AzSqlDatabaseCopy changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.NewAzureSqlDatabaseCopy","New-AzSqlDatabaseCopy","1","8600","Cmdlet 'New-AzSqlDatabaseCopy' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.NewAzureSqlDatabaseCopy","New-AzSqlDatabaseCopy","1","8410","Parameter Tags of cmdlet New-AzSqlDatabaseCopy does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.NewAzureSqlDatabaseSecondary","New-AzSqlDatabaseSecondary","2","8200","New-AzSqlDatabaseSecondary changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.NewAzureSqlDatabaseSecondary","New-AzSqlDatabaseSecondary","1","8600","Cmdlet 'New-AzSqlDatabaseSecondary' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.NewAzureSqlDatabaseSecondary","New-AzSqlDatabaseSecondary","1","8410","Parameter Tags of cmdlet New-AzSqlDatabaseSecondary does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.NewAzureSqlDatabaseSecondary","New-AzSqlDatabaseSecondary","1","8410","Parameter AllowConnections of cmdlet New-AzSqlDatabaseSecondary does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.RemoveAzureSqlDatabaseSecondary","Remove-AzSqlDatabaseSecondary","1","8600","Cmdlet 'Remove-AzSqlDatabaseSecondary' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Replication.Cmdlet.SetAzureSqlDatabaseSecondary","Set-AzSqlDatabaseSecondary","1","8600","Cmdlet 'Set-AzSqlDatabaseSecondary' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.RecommendedElasticPools.Cmdlet.GetAzureSqlElasticPoolRecommendation","Get-AzSqlElasticPoolRecommendation","2","8200","Get-AzSqlElasticPoolRecommendation changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.RecommendedElasticPools.Cmdlet.GetAzureSqlElasticPoolRecommendation","Get-AzSqlElasticPoolRecommendation","1","8600","Cmdlet 'Get-AzSqlElasticPoolRecommendation' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Cmdlet.GetAzureSqlDatabaseIndexRecommendations","Get-AzSqlDatabaseIndexRecommendation","2","8200","Get-AzSqlDatabaseIndexRecommendation changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Cmdlet.GetAzureSqlDatabaseIndexRecommendations","Get-AzSqlDatabaseIndexRecommendation","1","8600","Cmdlet 'Get-AzSqlDatabaseIndexRecommendation' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Cmdlet.StartAzureSqlDatabaseExecuteIndexRecommendation","Start-AzSqlDatabaseExecuteIndexRecommendation","2","8010","Start-AzSqlDatabaseExecuteIndexRecommendation Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Cmdlet.StartAzureSqlDatabaseExecuteIndexRecommendation","Start-AzSqlDatabaseExecuteIndexRecommendation","1","8100","Start-AzSqlDatabaseExecuteIndexRecommendation Does not support ShouldProcess but the cmdlet verb Start indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Sql.dll","Microsoft.Azure.Commands.Sql.Cmdlet.StartAzureSqlDatabaseExecuteIndexRecommendation","Start-AzSqlDatabaseExecuteIndexRecommendation","2","8200","Start-AzSqlDatabaseExecuteIndexRecommendation changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
